['whole.n.02.whole', 'whole.n.02.unit']
['thickening.n.01.thickening', 'thickening.n.01.thickener']
['deoxycytidine.n.01.deoxycytidine', 'deoxycytidine.n.01.cytidine']
['deoxyguanosine.n.01.deoxyguanosine', 'deoxyguanosine.n.01.guanosine']
['deoxythymidine.n.01.deoxythymidine', 'deoxythymidine.n.01.thymidine']
['toluene.n.01.toluene', 'toluene.n.01.methylbenzene']
['tombac.n.01.tombac', 'tombac.n.01.tombak']
['transaminase.n.01.transaminase', 'transaminase.n.01.aminotransferase']
['uraninite.n.01.uraninite', 'uraninite.n.01.pitchblende']
['urea.n.01.urea', 'urea.n.01.carbamide']
['tophus.n.01.tophus', 'tophus.n.01.chalkstone']
['linseed.n.01.linseed', 'linseed.n.01.flaxseed']
['vesuvianite.n.01.vesuvianite', 'vesuvianite.n.01.vesuvian']
['vitamin_b1.n.01.thiamine', 'vitamin_b1.n.01.thiamin']
['vitamin_b1.n.01.thiamine', 'vitamin_b1.n.01.aneurin']
['vitamin_b1.n.01.thiamin', 'vitamin_b1.n.01.aneurin']
['vitamin_b12.n.01.cobalamin', 'vitamin_b12.n.01.cyanocobalamin']
['vitamin_b6.n.01.pyridoxine', 'vitamin_b6.n.01.pyridoxal']
['vitamin_b6.n.01.pyridoxine', 'vitamin_b6.n.01.pyridoxamine']
['vitamin_b6.n.01.pyridoxal', 'vitamin_b6.n.01.pyridoxamine']
['vitamin_bc.n.01.folate', 'vitamin_bc.n.01.folacin']
['vitamin_d.n.01.calciferol', 'vitamin_d.n.01.ergocalciferol']
['vitamin_d.n.01.calciferol', 'vitamin_d.n.01.cholecalciferol']
['vitamin_d.n.01.ergocalciferol', 'vitamin_d.n.01.cholecalciferol']
['cerumen.n.01.cerumen', 'cerumen.n.01.earwax']
['wetting_agent.n.01.wetter', 'wetting_agent.n.01.surfactant']
['softwood.n.01.softwood', 'softwood.n.01.deal']
['brand.n.04.brand', 'brand.n.04.firebrand']
['igniter.n.01.igniter', 'igniter.n.01.ignitor']
['igniter.n.01.igniter', 'igniter.n.01.lighter']
['igniter.n.01.ignitor', 'igniter.n.01.lighter']
['kindling.n.01.kindling', 'kindling.n.01.tinder']
['kindling.n.01.kindling', 'kindling.n.01.touchwood']
['kindling.n.01.kindling', 'kindling.n.01.spunk']
['kindling.n.01.kindling', 'kindling.n.01.punk']
['kindling.n.01.tinder', 'kindling.n.01.touchwood']
['kindling.n.01.tinder', 'kindling.n.01.spunk']
['kindling.n.01.tinder', 'kindling.n.01.punk']
['kindling.n.01.touchwood', 'kindling.n.01.spunk']
['kindling.n.01.touchwood', 'kindling.n.01.punk']
['kindling.n.01.spunk', 'kindling.n.01.punk']
['board.n.02.board', 'board.n.02.plank']
['chipboard.n.01.chipboard', 'chipboard.n.01.hardboard']
['clapboard.n.01.clapboard', 'clapboard.n.01.weatherboard']
['clapboard.n.01.clapboard', 'clapboard.n.01.weatherboarding']
['clapboard.n.01.weatherboard', 'clapboard.n.01.weatherboarding']
['yeast.n.01.yeast', 'yeast.n.01.barm']
['zinc_blende.n.01.blende', 'zinc_blende.n.01.sphalerite']
['tubocurarine.n.01.tubocurarine', 'tubocurarine.n.01.curare']
['present.n.01.present', 'present.n.01.nowadays']
['past.n.01.past', 'past.n.01.yesteryear']
['future.n.01.future', 'future.n.01.hereafter']
['future.n.01.future', 'future.n.01.futurity']
['future.n.01.hereafter', 'future.n.01.futurity']
['duration.n.02.duration', 'duration.n.02.continuance']
['duration.n.01.duration', 'duration.n.01.continuance']
['stretch.n.06.stretch', 'stretch.n.06.stint']
['workweek.n.01.workweek', 'workweek.n.01.week']
['vacation.n.01.vacation', 'vacation.n.01.holiday']
['field_day.n.04.outing', 'field_day.n.04.picnic']
['life.n.05.life', 'life.n.05.lifetime']
['life.n.05.life', 'life.n.05.lifespan']
['life.n.05.lifetime', 'life.n.05.lifespan']
['days.n.01.days', 'days.n.01.years']
['millennium.n.01.millennium', 'millennium.n.01.millenary']
['death.n.05.death', 'death.n.05.last']
['death.n.04.death', 'death.n.04.dying']
['death.n.04.death', 'death.n.04.demise']
['death.n.04.dying', 'death.n.04.demise']
['afterlife.n.01.afterlife', 'afterlife.n.01.hereafter']
['age.n.03.age', 'age.n.03.eld']
['infancy.n.01.infancy', 'infancy.n.01.babyhood']
['girlhood.n.01.girlhood', 'girlhood.n.01.maidenhood']
['puberty.n.01.puberty', 'puberty.n.01.pubescence']
['adulthood.n.01.adulthood', 'adulthood.n.01.maturity']
['old_age.n.01.years', 'old_age.n.01.age']
['old_age.n.01.years', 'old_age.n.01.eld']
['old_age.n.01.age', 'old_age.n.01.eld']
['dotage.n.01.dotage', 'dotage.n.01.senility']
['menopause.n.01.menopause', 'menopause.n.01.climacteric']
['day.n.04.day', 'day.n.04.daytime']
['day.n.04.day', 'day.n.04.daylight']
['day.n.04.daytime', 'day.n.04.daylight']
['morning.n.01.morning', 'morning.n.01.morn']
['morning.n.01.morning', 'morning.n.01.forenoon']
['morning.n.01.morn', 'morning.n.01.forenoon']
['noon.n.01.noon', 'noon.n.01.midday']
['noon.n.01.noon', 'noon.n.01.noonday']
['noon.n.01.noon', 'noon.n.01.noontide']
['noon.n.01.midday', 'noon.n.01.noonday']
['noon.n.01.midday', 'noon.n.01.noontide']
['noon.n.01.noonday', 'noon.n.01.noontide']
['dinnertime.n.01.dinnertime', 'dinnertime.n.01.suppertime']
['evening.n.01.evening', 'evening.n.01.eve']
['evening.n.01.evening', 'evening.n.01.even']
['evening.n.01.evening', 'evening.n.01.eventide']
['evening.n.01.eve', 'evening.n.01.even']
['evening.n.01.eve', 'evening.n.01.eventide']
['evening.n.01.even', 'evening.n.01.eventide']
['night.n.01.night', 'night.n.01.nighttime']
['night.n.01.night', 'night.n.01.dark']
['night.n.01.nighttime', 'night.n.01.dark']
['dawn.n.01.dawn', 'dawn.n.01.dawning']
['dawn.n.01.dawn', 'dawn.n.01.morning']
['dawn.n.01.dawn', 'dawn.n.01.aurora']
['dawn.n.01.dawn', 'dawn.n.01.daybreak']
['dawn.n.01.dawn', 'dawn.n.01.dayspring']
['dawn.n.01.dawn', 'dawn.n.01.sunrise']
['dawn.n.01.dawn', 'dawn.n.01.sunup']
['dawn.n.01.dawn', 'dawn.n.01.cockcrow']
['dawn.n.01.dawning', 'dawn.n.01.morning']
['dawn.n.01.dawning', 'dawn.n.01.aurora']
['dawn.n.01.dawning', 'dawn.n.01.daybreak']
['dawn.n.01.dawning', 'dawn.n.01.dayspring']
['dawn.n.01.dawning', 'dawn.n.01.sunrise']
['dawn.n.01.dawning', 'dawn.n.01.sunup']
['dawn.n.01.dawning', 'dawn.n.01.cockcrow']
['dawn.n.01.morning', 'dawn.n.01.aurora']
['dawn.n.01.morning', 'dawn.n.01.daybreak']
['dawn.n.01.morning', 'dawn.n.01.dayspring']
['dawn.n.01.morning', 'dawn.n.01.sunrise']
['dawn.n.01.morning', 'dawn.n.01.sunup']
['dawn.n.01.morning', 'dawn.n.01.cockcrow']
['dawn.n.01.aurora', 'dawn.n.01.daybreak']
['dawn.n.01.aurora', 'dawn.n.01.dayspring']
['dawn.n.01.aurora', 'dawn.n.01.sunrise']
['dawn.n.01.aurora', 'dawn.n.01.sunup']
['dawn.n.01.aurora', 'dawn.n.01.cockcrow']
['dawn.n.01.daybreak', 'dawn.n.01.dayspring']
['dawn.n.01.daybreak', 'dawn.n.01.sunrise']
['dawn.n.01.daybreak', 'dawn.n.01.sunup']
['dawn.n.01.daybreak', 'dawn.n.01.cockcrow']
['dawn.n.01.dayspring', 'dawn.n.01.sunrise']
['dawn.n.01.dayspring', 'dawn.n.01.sunup']
['dawn.n.01.dayspring', 'dawn.n.01.cockcrow']
['dawn.n.01.sunrise', 'dawn.n.01.sunup']
['dawn.n.01.sunrise', 'dawn.n.01.cockcrow']
['dawn.n.01.sunup', 'dawn.n.01.cockcrow']
['sunset.n.01.sunset', 'sunset.n.01.sundown']
['twilight.n.01.twilight', 'twilight.n.01.dusk']
['twilight.n.01.twilight', 'twilight.n.01.gloaming']
['twilight.n.01.twilight', 'twilight.n.01.nightfall']
['twilight.n.01.twilight', 'twilight.n.01.evenfall']
['twilight.n.01.twilight', 'twilight.n.01.fall']
['twilight.n.01.twilight', 'twilight.n.01.crepuscule']
['twilight.n.01.dusk', 'twilight.n.01.gloaming']
['twilight.n.01.dusk', 'twilight.n.01.nightfall']
['twilight.n.01.dusk', 'twilight.n.01.evenfall']
['twilight.n.01.dusk', 'twilight.n.01.fall']
['twilight.n.01.dusk', 'twilight.n.01.crepuscule']
['twilight.n.01.gloaming', 'twilight.n.01.nightfall']
['twilight.n.01.gloaming', 'twilight.n.01.evenfall']
['twilight.n.01.gloaming', 'twilight.n.01.fall']
['twilight.n.01.gloaming', 'twilight.n.01.crepuscule']
['twilight.n.01.nightfall', 'twilight.n.01.evenfall']
['twilight.n.01.nightfall', 'twilight.n.01.fall']
['twilight.n.01.nightfall', 'twilight.n.01.crepuscule']
['twilight.n.01.evenfall', 'twilight.n.01.fall']
['twilight.n.01.evenfall', 'twilight.n.01.crepuscule']
['twilight.n.01.fall', 'twilight.n.01.crepuscule']
['week.n.01.week', 'week.n.01.hebdomad']
['judgment_day.n.01.eschaton', 'judgment_day.n.01.doomsday']
['distance.n.05.distance', 'distance.n.05.space']
['embolism.n.01.embolism', 'embolism.n.01.intercalation']
['anachronism.n.01.anachronism', 'anachronism.n.01.mistiming']
['year.n.01.year', 'year.n.01.twelvemonth']
['year.n.01.year', 'year.n.01.yr']
['year.n.01.twelvemonth', 'year.n.01.yr']
['decade.n.01.decade', 'decade.n.01.decennium']
['lunar_month.n.01.moon', 'lunar_month.n.01.lunation']
['sidereal_day.n.01.sidereal_day', 'sidereal_day.n.01.day']
['prison_term.n.01.sentence', 'prison_term.n.01.time']
['hour.n.01.hour', 'hour.n.01.hr']
['terce.n.01.terce', 'terce.n.01.tierce']
['vespers.n.01.vespers', 'vespers.n.01.evensong']
['minute.n.01.minute', 'minute.n.01.min']
['second.n.01.second', 'second.n.01.sec']
['second.n.01.second', 'second.n.01.s']
['second.n.01.sec', 'second.n.01.s']
['millisecond.n.01.millisecond', 'millisecond.n.01.msec']
['fall.n.01.fall', 'fall.n.01.autumn']
['spring.n.01.spring', 'spring.n.01.springtime']
['summer.n.01.summer', 'summer.n.01.summertime']
['winter.n.01.winter', 'winter.n.01.wintertime']
['long_time.n.01.age', 'long_time.n.01.years']
['eon.n.02.eon', 'eon.n.02.aeon']
['eon.n.01.eon', 'eon.n.01.aeon']
['eternity.n.01.eternity', 'eternity.n.01.infinity']
['moment.n.01.moment', 'moment.n.01.minute']
['moment.n.01.moment', 'moment.n.01.second']
['moment.n.01.moment', 'moment.n.01.instant']
['moment.n.01.minute', 'moment.n.01.second']
['moment.n.01.minute', 'moment.n.01.instant']
['moment.n.01.second', 'moment.n.01.instant']
['while.n.01.while', 'while.n.01.piece']
['while.n.01.while', 'while.n.01.spell']
['while.n.01.while', 'while.n.01.patch']
['while.n.01.piece', 'while.n.01.spell']
['while.n.01.piece', 'while.n.01.patch']
['while.n.01.spell', 'while.n.01.patch']
['moment.n.02.moment', 'moment.n.02.mo']
['moment.n.02.moment', 'moment.n.02.minute']
['moment.n.02.moment', 'moment.n.02.second']
['moment.n.02.moment', 'moment.n.02.bit']
['moment.n.02.mo', 'moment.n.02.minute']
['moment.n.02.mo', 'moment.n.02.second']
['moment.n.02.mo', 'moment.n.02.bit']
['moment.n.02.minute', 'moment.n.02.second']
['moment.n.02.minute', 'moment.n.02.bit']
['moment.n.02.second', 'moment.n.02.bit']
['blink_of_an_eye.n.01.flash', 'blink_of_an_eye.n.01.heartbeat']
['blink_of_an_eye.n.01.flash', 'blink_of_an_eye.n.01.instant']
['blink_of_an_eye.n.01.flash', 'blink_of_an_eye.n.01.jiffy']
['blink_of_an_eye.n.01.flash', 'blink_of_an_eye.n.01.trice']
['blink_of_an_eye.n.01.flash', 'blink_of_an_eye.n.01.twinkling']
['blink_of_an_eye.n.01.flash', 'blink_of_an_eye.n.01.wink']
['blink_of_an_eye.n.01.heartbeat', 'blink_of_an_eye.n.01.instant']
['blink_of_an_eye.n.01.heartbeat', 'blink_of_an_eye.n.01.jiffy']
['blink_of_an_eye.n.01.heartbeat', 'blink_of_an_eye.n.01.trice']
['blink_of_an_eye.n.01.heartbeat', 'blink_of_an_eye.n.01.twinkling']
['blink_of_an_eye.n.01.heartbeat', 'blink_of_an_eye.n.01.wink']
['blink_of_an_eye.n.01.instant', 'blink_of_an_eye.n.01.jiffy']
['blink_of_an_eye.n.01.instant', 'blink_of_an_eye.n.01.trice']
['blink_of_an_eye.n.01.instant', 'blink_of_an_eye.n.01.twinkling']
['blink_of_an_eye.n.01.instant', 'blink_of_an_eye.n.01.wink']
['blink_of_an_eye.n.01.jiffy', 'blink_of_an_eye.n.01.trice']
['blink_of_an_eye.n.01.jiffy', 'blink_of_an_eye.n.01.twinkling']
['blink_of_an_eye.n.01.jiffy', 'blink_of_an_eye.n.01.wink']
['blink_of_an_eye.n.01.trice', 'blink_of_an_eye.n.01.twinkling']
['blink_of_an_eye.n.01.trice', 'blink_of_an_eye.n.01.wink']
['blink_of_an_eye.n.01.twinkling', 'blink_of_an_eye.n.01.wink']
['era.n.01.era', 'era.n.01.epoch']
['centennial.n.01.centennial', 'centennial.n.01.centenary']
['bicentennial.n.01.bicentennial', 'bicentennial.n.01.bicentenary']
['tercentennial.n.01.tercentennial', 'tercentennial.n.01.tercentenary']
['tercentennial.n.01.tercentennial', 'tercentennial.n.01.triennial']
['tercentennial.n.01.tercentenary', 'tercentennial.n.01.triennial']
['quincentennial.n.01.quincentennial', 'quincentennial.n.01.quincentenary']
['millennium.n.03.millennium', 'millennium.n.03.millenary']
['chukker.n.01.chukker', 'chukker.n.01.chukka']
['inning.n.01.inning', 'inning.n.01.frame']
['turn.n.09.turn', 'turn.n.09.bout']
['turn.n.09.turn', 'turn.n.09.round']
['turn.n.09.bout', 'turn.n.09.round']
['tempo.n.01.tempo', 'tempo.n.01.pacing']
['beginning.n.02.beginning', 'beginning.n.02.commencement']
['beginning.n.02.beginning', 'beginning.n.02.first']
['beginning.n.02.beginning', 'beginning.n.02.outset']
['beginning.n.02.beginning', 'beginning.n.02.start']
['beginning.n.02.beginning', 'beginning.n.02.kickoff']
['beginning.n.02.beginning', 'beginning.n.02.showtime']
['beginning.n.02.beginning', 'beginning.n.02.offset']
['beginning.n.02.commencement', 'beginning.n.02.first']
['beginning.n.02.commencement', 'beginning.n.02.outset']
['beginning.n.02.commencement', 'beginning.n.02.start']
['beginning.n.02.commencement', 'beginning.n.02.kickoff']
['beginning.n.02.commencement', 'beginning.n.02.showtime']
['beginning.n.02.commencement', 'beginning.n.02.offset']
['beginning.n.02.first', 'beginning.n.02.outset']
['beginning.n.02.first', 'beginning.n.02.start']
['beginning.n.02.first', 'beginning.n.02.kickoff']
['beginning.n.02.first', 'beginning.n.02.showtime']
['beginning.n.02.first', 'beginning.n.02.offset']
['beginning.n.02.outset', 'beginning.n.02.start']
['beginning.n.02.outset', 'beginning.n.02.kickoff']
['beginning.n.02.outset', 'beginning.n.02.showtime']
['beginning.n.02.outset', 'beginning.n.02.offset']
['beginning.n.02.start', 'beginning.n.02.kickoff']
['beginning.n.02.start', 'beginning.n.02.showtime']
['beginning.n.02.start', 'beginning.n.02.offset']
['beginning.n.02.kickoff', 'beginning.n.02.showtime']
['beginning.n.02.kickoff', 'beginning.n.02.offset']
['beginning.n.02.showtime', 'beginning.n.02.offset']
['presidency.n.01.presidency', 'presidency.n.01.administration']
['end.n.02.end', 'end.n.02.ending']
['stopping_point.n.01.finale', 'stopping_point.n.01.finis']
['stopping_point.n.01.finale', 'stopping_point.n.01.finish']
['stopping_point.n.01.finale', 'stopping_point.n.01.last']
['stopping_point.n.01.finale', 'stopping_point.n.01.conclusion']
['stopping_point.n.01.finale', 'stopping_point.n.01.close']
['stopping_point.n.01.finis', 'stopping_point.n.01.finish']
['stopping_point.n.01.finis', 'stopping_point.n.01.last']
['stopping_point.n.01.finis', 'stopping_point.n.01.conclusion']
['stopping_point.n.01.finis', 'stopping_point.n.01.close']
['stopping_point.n.01.finish', 'stopping_point.n.01.last']
['stopping_point.n.01.finish', 'stopping_point.n.01.conclusion']
['stopping_point.n.01.finish', 'stopping_point.n.01.close']
['stopping_point.n.01.last', 'stopping_point.n.01.conclusion']
['stopping_point.n.01.last', 'stopping_point.n.01.close']
['stopping_point.n.01.conclusion', 'stopping_point.n.01.close']
['termination.n.01.termination', 'termination.n.01.expiration']
['termination.n.01.termination', 'termination.n.01.expiry']
['termination.n.01.expiration', 'termination.n.01.expiry']
['pause.n.01.pause', 'pause.n.01.intermission']
['pause.n.01.pause', 'pause.n.01.break']
['pause.n.01.pause', 'pause.n.01.interruption']
['pause.n.01.pause', 'pause.n.01.suspension']
['pause.n.01.intermission', 'pause.n.01.break']
['pause.n.01.intermission', 'pause.n.01.interruption']
['pause.n.01.intermission', 'pause.n.01.suspension']
['pause.n.01.break', 'pause.n.01.interruption']
['pause.n.01.break', 'pause.n.01.suspension']
['pause.n.01.interruption', 'pause.n.01.suspension']
['delay.n.01.delay', 'delay.n.01.hold']
['delay.n.01.delay', 'delay.n.01.postponement']
['delay.n.01.delay', 'delay.n.01.wait']
['delay.n.01.hold', 'delay.n.01.postponement']
['delay.n.01.hold', 'delay.n.01.wait']
['delay.n.01.postponement', 'delay.n.01.wait']
['interim.n.01.interim', 'interim.n.01.meantime']
['interim.n.01.interim', 'interim.n.01.meanwhile']
['interim.n.01.interim', 'interim.n.01.lag']
['interim.n.01.meantime', 'interim.n.01.meanwhile']
['interim.n.01.meantime', 'interim.n.01.lag']
['interim.n.01.meanwhile', 'interim.n.01.lag']
['sleep.n.03.sleep', 'sleep.n.03.nap']
['respite.n.04.respite', 'respite.n.04.rest']
['respite.n.04.respite', 'respite.n.04.relief']
['respite.n.04.rest', 'respite.n.04.relief']
['letup.n.01.letup', 'letup.n.01.lull']
['breath.n.03.breath', 'breath.n.03.breather']
['birthrate.n.01.birthrate', 'birthrate.n.01.fertility']
['birthrate.n.01.birthrate', 'birthrate.n.01.natality']
['birthrate.n.01.fertility', 'birthrate.n.01.natality']
['frequency.n.01.frequency', 'frequency.n.01.frequence']
['hertz.n.01.hertz', 'hertz.n.01.cps']
['hertz.n.01.hertz', 'hertz.n.01.cycle']
['hertz.n.01.cps', 'hertz.n.01.cycle']
['kilohertz.n.01.kilohertz', 'kilohertz.n.01.kc']
['kilometers_per_hour.n.01.kph', 'kilometers_per_hour.n.01.km/h']
['megahertz.n.01.megahertz', 'megahertz.n.01.megacycle']
['pace.n.01.pace', 'pace.n.01.gait']
['revolutions_per_minute.n.01.rpm', 'revolutions_per_minute.n.01.rev']
['speed.n.01.speed', 'speed.n.01.velocity']
['tempo.n.02.tempo', 'tempo.n.02.pace']
['cycle.n.01.cycle', 'cycle.n.01.rhythm']
['cycle.n.01.cycle', 'cycle.n.01.round']
['cycle.n.01.rhythm', 'cycle.n.01.round']
['phase.n.01.phase', 'phase.n.01.stage']
['apogee.n.01.apogee', 'apogee.n.01.culmination']
['tenure.n.01.tenure', 'tenure.n.01.incumbency']
['go.n.01.go', 'go.n.01.spell']
['go.n.01.go', 'go.n.01.tour']
['go.n.01.go', 'go.n.01.turn']
['go.n.01.spell', 'go.n.01.tour']
['go.n.01.spell', 'go.n.01.turn']
['go.n.01.tour', 'go.n.01.turn']
['enlistment.n.01.enlistment', 'enlistment.n.01.hitch']
['enlistment.n.01.enlistment', 'enlistment.n.01.tour']
['enlistment.n.01.hitch', 'enlistment.n.01.tour']
['novitiate.n.01.novitiate', 'novitiate.n.01.noviciate']
['flower.n.03.flower', 'flower.n.03.prime']
['flower.n.03.flower', 'flower.n.03.peak']
['flower.n.03.flower', 'flower.n.03.heyday']
['flower.n.03.flower', 'flower.n.03.bloom']
['flower.n.03.flower', 'flower.n.03.blossom']
['flower.n.03.flower', 'flower.n.03.efflorescence']
['flower.n.03.flower', 'flower.n.03.flush']
['flower.n.03.prime', 'flower.n.03.peak']
['flower.n.03.prime', 'flower.n.03.heyday']
['flower.n.03.prime', 'flower.n.03.bloom']
['flower.n.03.prime', 'flower.n.03.blossom']
['flower.n.03.prime', 'flower.n.03.efflorescence']
['flower.n.03.prime', 'flower.n.03.flush']
['flower.n.03.peak', 'flower.n.03.heyday']
['flower.n.03.peak', 'flower.n.03.bloom']
['flower.n.03.peak', 'flower.n.03.blossom']
['flower.n.03.peak', 'flower.n.03.efflorescence']
['flower.n.03.peak', 'flower.n.03.flush']
['flower.n.03.heyday', 'flower.n.03.bloom']
['flower.n.03.heyday', 'flower.n.03.blossom']
['flower.n.03.heyday', 'flower.n.03.efflorescence']
['flower.n.03.heyday', 'flower.n.03.flush']
['flower.n.03.bloom', 'flower.n.03.blossom']
['flower.n.03.bloom', 'flower.n.03.efflorescence']
['flower.n.03.bloom', 'flower.n.03.flush']
['flower.n.03.blossom', 'flower.n.03.efflorescence']
['flower.n.03.blossom', 'flower.n.03.flush']
['flower.n.03.efflorescence', 'flower.n.03.flush']
['shiva.n.01.shiva', 'shiva.n.01.shivah']
['breathe.v.01.breathe', 'breathe.v.01.respire']
['burp.v.01.burp', 'burp.v.01.bubble']
['burp.v.01.burp', 'burp.v.01.belch']
['burp.v.01.bubble', 'burp.v.01.belch']
['hiccup.v.01.hiccup', 'hiccup.v.01.hiccough']
['exhale.v.01.exhale', 'exhale.v.01.expire']
['exhale.v.02.exhale', 'exhale.v.02.emanate']
['inhale.v.02.inhale', 'inhale.v.02.inspire']
['pant.v.01.pant', 'pant.v.01.puff']
['pant.v.01.pant', 'pant.v.01.gasp']
['pant.v.01.pant', 'pant.v.01.heave']
['pant.v.01.puff', 'pant.v.01.gasp']
['pant.v.01.puff', 'pant.v.01.heave']
['pant.v.01.gasp', 'pant.v.01.heave']
['hack.v.08.hack', 'hack.v.08.whoop']
['puff.v.08.puff', 'puff.v.08.huff']
['puff.v.08.puff', 'puff.v.08.chuff']
['puff.v.08.huff', 'puff.v.08.chuff']
['sniff.v.02.sniff', 'sniff.v.02.sniffle']
['blink.v.01.blink', 'blink.v.01.wink']
['bat.v.02.bat', 'bat.v.02.flutter']
['wink.v.04.wink', 'wink.v.04.blink']
['squint.v.01.squint', 'squint.v.01.squinch']
['shed.v.04.shed', 'shed.v.04.molt']
['shed.v.04.shed', 'shed.v.04.moult']
['shed.v.04.shed', 'shed.v.04.slough']
['shed.v.04.molt', 'shed.v.04.moult']
['shed.v.04.molt', 'shed.v.04.slough']
['shed.v.04.moult', 'shed.v.04.slough']
['twitch.v.01.twitch', 'twitch.v.01.jerk']
['act.v.02.act', 'act.v.02.behave']
['act.v.02.act', 'act.v.02.do']
['act.v.02.behave', 'act.v.02.do']
['optimize.v.03.optimize', 'optimize.v.03.optimise']
['swagger.v.03.swagger', 'swagger.v.03.bluster']
['swagger.v.03.swagger', 'swagger.v.03.swash']
['swagger.v.03.bluster', 'swagger.v.03.swash']
['play.v.16.play', 'play.v.16.toy']
['act.v.05.act', 'act.v.05.play']
['shiver.v.02.shiver', 'shiver.v.02.shudder']
['sleep.v.01.sleep', 'sleep.v.01.kip']
['sleep.v.01.sleep', 'sleep.v.01.slumber']
['sleep.v.01.kip', 'sleep.v.01.slumber']
['snooze.v.01.snooze', 'snooze.v.01.drowse']
['snooze.v.01.snooze', 'snooze.v.01.doze']
['snooze.v.01.drowse', 'snooze.v.01.doze']
['nap.v.01.nap', 'nap.v.01.catnap']
['estivate.v.01.estivate', 'estivate.v.01.aestivate']
['doss.v.01.doss', 'doss.v.01.crash']
['go_to_bed.v.01.bed', 'go_to_bed.v.01.retire']
['get_up.v.02.arise', 'get_up.v.02.uprise']
['get_up.v.02.arise', 'get_up.v.02.rise']
['get_up.v.02.uprise', 'get_up.v.02.rise']
['wake_up.v.02.awake', 'wake_up.v.02.arouse']
['wake_up.v.02.awake', 'wake_up.v.02.awaken']
