('abience.n.01.abience', 'adience.n.01.adience')
('dull.v.05.blunt', 'sharpen.v.01.sharpen')
('eat_in.v.01.eat_in', 'eat_out.v.01.eat_out')
('eat_in.v.01.eat_in', 'eat_out.v.01.dine_out')
('eat_in.v.01.dine_in', 'eat_out.v.01.eat_out')
('eat_in.v.01.dine_in', 'eat_out.v.01.dine_out')
('ebb.v.01.ebb', 'tide.v.01.tide')
('ebb.v.01.ebb', 'tide.v.01.surge')
('ebb.v.01.ebb_away', 'tide.v.01.tide')
('ebb.v.01.ebb_away', 'tide.v.01.surge')
('ebb.v.01.ebb_down', 'tide.v.01.tide')
('ebb.v.01.ebb_down', 'tide.v.01.surge')
('ebb.v.01.ebb_out', 'tide.v.01.tide')
('ebb.v.01.ebb_out', 'tide.v.01.surge')
('ebb.v.01.ebb_off', 'tide.v.01.tide')
('ebb.v.01.ebb_off', 'tide.v.01.surge')
('emigrate.v.01.emigrate', 'immigrate.v.03.immigrate')
('empty.v.01.empty', 'fill.v.01.fill')
('empty.v.01.empty', 'fill.v.01.fill_up')
('empty.v.01.empty', 'fill.v.01.make_full')
('empty.v.02.empty', 'fill.v.02.fill')
('empty.v.02.empty', 'fill.v.02.fill_up')
('empty.v.02.discharge', 'fill.v.02.fill')
('empty.v.02.discharge', 'fill.v.02.fill_up')
('end.v.02.end', 'get_down.v.07.get_down')
('end.v.02.end', 'get_down.v.07.begin')
('end.v.02.end', 'get_down.v.07.get')
('end.v.02.end', 'get_down.v.07.start_out')
('end.v.02.end', 'get_down.v.07.start')
('end.v.02.end', 'get_down.v.07.set_about')
('end.v.02.end', 'get_down.v.07.set_out')
('end.v.02.end', 'get_down.v.07.commence')
('end.v.02.terminate', 'get_down.v.07.get_down')
('end.v.02.terminate', 'get_down.v.07.begin')
('end.v.02.terminate', 'get_down.v.07.get')
('end.v.02.terminate', 'get_down.v.07.start_out')
('end.v.02.terminate', 'get_down.v.07.start')
('end.v.02.terminate', 'get_down.v.07.set_about')
('end.v.02.terminate', 'get_down.v.07.set_out')
('end.v.02.terminate', 'get_down.v.07.commence')
('enforce.v.01.enforce', 'exempt.v.01.exempt')
('enforce.v.01.enforce', 'exempt.v.01.relieve')
('enforce.v.01.enforce', 'exempt.v.01.free')
('enforce.v.01.implement', 'exempt.v.01.exempt')
('enforce.v.01.implement', 'exempt.v.01.relieve')
('enforce.v.01.implement', 'exempt.v.01.free')
('enforce.v.01.apply', 'exempt.v.01.exempt')
('enforce.v.01.apply', 'exempt.v.01.relieve')
('enforce.v.01.apply', 'exempt.v.01.free')
('enjoy.v.04.enjoy', 'suffer.v.01.suffer')
('enjoy.v.04.enjoy', 'suffer.v.01.endure')
('enrich.v.02.enrich', 'impoverish.v.01.impoverish')
('enter.v.01.enter', 'exit.v.01.exit')
('enter.v.01.enter', 'exit.v.01.go_out')
('enter.v.01.enter', 'exit.v.01.get_out')
('enter.v.01.enter', 'exit.v.01.leave')
('enter.v.01.come_in', 'exit.v.01.exit')
('enter.v.01.come_in', 'exit.v.01.go_out')
('enter.v.01.come_in', 'exit.v.01.get_out')
('enter.v.01.come_in', 'exit.v.01.leave')
('enter.v.01.get_into', 'exit.v.01.exit')
('enter.v.01.get_into', 'exit.v.01.go_out')
('enter.v.01.get_into', 'exit.v.01.get_out')
('enter.v.01.get_into', 'exit.v.01.leave')
('enter.v.01.get_in', 'exit.v.01.exit')
('enter.v.01.get_in', 'exit.v.01.go_out')
('enter.v.01.get_in', 'exit.v.01.get_out')
('enter.v.01.get_in', 'exit.v.01.leave')
('enter.v.01.go_into', 'exit.v.01.exit')
('enter.v.01.go_into', 'exit.v.01.go_out')
('enter.v.01.go_into', 'exit.v.01.get_out')
('enter.v.01.go_into', 'exit.v.01.leave')
('enter.v.01.go_in', 'exit.v.01.exit')
('enter.v.01.go_in', 'exit.v.01.go_out')
('enter.v.01.go_in', 'exit.v.01.get_out')
('enter.v.01.go_in', 'exit.v.01.leave')
('enter.v.01.move_into', 'exit.v.01.exit')
('enter.v.01.move_into', 'exit.v.01.go_out')
('enter.v.01.move_into', 'exit.v.01.get_out')
('enter.v.01.move_into', 'exit.v.01.leave')
('erase.v.03.erase', 'record.v.02.record')
('erase.v.03.erase', 'record.v.02.tape')
('erase.v.03.delete', 'record.v.02.record')
('erase.v.03.delete', 'record.v.02.tape')
('estivate.v.01.estivate', 'hibernate.v.01.hibernate')
('estivate.v.01.estivate', 'hibernate.v.01.hole_up')
('estivate.v.01.aestivate', 'hibernate.v.01.hibernate')
('estivate.v.01.aestivate', 'hibernate.v.01.hole_up')
('exclude.v.01.exclude', 'include.v.02.include')
('exclude.v.01.except', 'include.v.02.include')
('exclude.v.01.leave_out', 'include.v.02.include')
('exclude.v.01.leave_off', 'include.v.02.include')
('exclude.v.01.omit', 'include.v.02.include')
('exclude.v.01.take_out', 'include.v.02.include')
('exclude.v.03.exclude', 'include.v.01.include')
('exhale.v.01.exhale', 'inhale.v.02.inhale')
('exhale.v.01.exhale', 'inhale.v.02.inspire')
('exhale.v.01.exhale', 'inhale.v.02.breathe_in')
('exhale.v.01.expire', 'inhale.v.02.inhale')
('exhale.v.01.expire', 'inhale.v.02.inspire')
('exhale.v.01.expire', 'inhale.v.02.breathe_in')
('exhale.v.01.breathe_out', 'inhale.v.02.inhale')
('exhale.v.01.breathe_out', 'inhale.v.02.inspire')
('exhale.v.01.breathe_out', 'inhale.v.02.breathe_in')
('expand.v.01.expand', 'shrink.v.04.shrink')
('expand.v.01.expand', 'shrink.v.04.contract')
('expand.v.01.spread_out', 'shrink.v.04.shrink')
('expand.v.01.spread_out', 'shrink.v.04.contract')
('expatriate.v.01.expatriate', 'repatriate.v.02.repatriate')
('expatriate.v.01.deport', 'repatriate.v.02.repatriate')
('expatriate.v.01.exile', 'repatriate.v.02.repatriate')
('explode.v.02.explode', 'implode.v.01.implode')
('explode.v.02.explode', 'implode.v.01.go_off')
('explode.v.02.burst', 'implode.v.01.implode')
('explode.v.02.burst', 'implode.v.01.go_off')
('export.v.01.export', 'import.v.01.import')
('export.v.02.export', 'import.v.02.import')
('exsiccate.v.01.exsiccate', 'hydrate.v.03.hydrate')
('exsiccate.v.01.dehydrate', 'hydrate.v.03.hydrate')
('exsiccate.v.01.dry_up', 'hydrate.v.03.hydrate')
('exsiccate.v.01.desiccate', 'hydrate.v.03.hydrate')
('fail.v.02.fail', 'succeed.v.01.succeed')
('fail.v.02.fail', 'succeed.v.01.win')
('fail.v.02.fail', 'succeed.v.01.come_through')
('fail.v.02.fail', 'succeed.v.01.bring_home_the_bacon')
('fail.v.02.fail', 'succeed.v.01.deliver_the_goods')
('fail.v.02.go_wrong', 'succeed.v.01.succeed')
('fail.v.02.go_wrong', 'succeed.v.01.win')
('fail.v.02.go_wrong', 'succeed.v.01.come_through')
('fail.v.02.go_wrong', 'succeed.v.01.bring_home_the_bacon')
('fail.v.02.go_wrong', 'succeed.v.01.deliver_the_goods')
('fail.v.02.miscarry', 'succeed.v.01.succeed')
('fail.v.02.miscarry', 'succeed.v.01.win')
('fail.v.02.miscarry', 'succeed.v.01.come_through')
('fail.v.02.miscarry', 'succeed.v.01.bring_home_the_bacon')
('fail.v.02.miscarry', 'succeed.v.01.deliver_the_goods')
('fail.v.05.fail', 'pull_off.v.03.pull_off')
('fail.v.05.fail', 'pull_off.v.03.negociate')
('fail.v.05.fail', 'pull_off.v.03.bring_off')
('fail.v.05.fail', 'pull_off.v.03.carry_off')
('fail.v.05.fail', 'pull_off.v.03.manage')
('fail.v.06.fail', 'pass.v.16.pass')
('fail.v.07.fail', 'pass.v.14.pass')
('fail.v.07.fail', 'pass.v.14.make_it')
('fail.v.07.flunk', 'pass.v.14.pass')
('fail.v.07.flunk', 'pass.v.14.make_it')
('fail.v.07.bomb', 'pass.v.14.pass')
('fail.v.07.bomb', 'pass.v.14.make_it')
('fail.v.07.flush_it', 'pass.v.14.pass')
('fail.v.07.flush_it', 'pass.v.14.make_it')
('fall_asleep.v.01.fall_asleep', 'wake_up.v.02.wake_up')
('fall_asleep.v.01.fall_asleep', 'wake_up.v.02.awake')
('fall_asleep.v.01.fall_asleep', 'wake_up.v.02.arouse')
('fall_asleep.v.01.fall_asleep', 'wake_up.v.02.awaken')
('fall_asleep.v.01.fall_asleep', 'wake_up.v.02.wake')
('fall_asleep.v.01.fall_asleep', 'wake_up.v.02.come_alive')
('fall_asleep.v.01.fall_asleep', 'wake_up.v.02.waken')
('fall_asleep.v.01.dope_off', 'wake_up.v.02.wake_up')
('fall_asleep.v.01.dope_off', 'wake_up.v.02.awake')
('fall_asleep.v.01.dope_off', 'wake_up.v.02.arouse')
('fall_asleep.v.01.dope_off', 'wake_up.v.02.awaken')
('fall_asleep.v.01.dope_off', 'wake_up.v.02.wake')
('fall_asleep.v.01.dope_off', 'wake_up.v.02.come_alive')
('fall_asleep.v.01.dope_off', 'wake_up.v.02.waken')
('fall_asleep.v.01.flake_out', 'wake_up.v.02.wake_up')
('fall_asleep.v.01.flake_out', 'wake_up.v.02.awake')
('fall_asleep.v.01.flake_out', 'wake_up.v.02.arouse')
('fall_asleep.v.01.flake_out', 'wake_up.v.02.awaken')
('fall_asleep.v.01.flake_out', 'wake_up.v.02.wake')
('fall_asleep.v.01.flake_out', 'wake_up.v.02.come_alive')
('fall_asleep.v.01.flake_out', 'wake_up.v.02.waken')
('fall_asleep.v.01.drift_off', 'wake_up.v.02.wake_up')
('fall_asleep.v.01.drift_off', 'wake_up.v.02.awake')
('fall_asleep.v.01.drift_off', 'wake_up.v.02.arouse')
('fall_asleep.v.01.drift_off', 'wake_up.v.02.awaken')
('fall_asleep.v.01.drift_off', 'wake_up.v.02.wake')
('fall_asleep.v.01.drift_off', 'wake_up.v.02.come_alive')
('fall_asleep.v.01.drift_off', 'wake_up.v.02.waken')
('fall_asleep.v.01.nod_off', 'wake_up.v.02.wake_up')
('fall_asleep.v.01.nod_off', 'wake_up.v.02.awake')
('fall_asleep.v.01.nod_off', 'wake_up.v.02.arouse')
('fall_asleep.v.01.nod_off', 'wake_up.v.02.awaken')
('fall_asleep.v.01.nod_off', 'wake_up.v.02.wake')
('fall_asleep.v.01.nod_off', 'wake_up.v.02.come_alive')
('fall_asleep.v.01.nod_off', 'wake_up.v.02.waken')
('fall_asleep.v.01.drop_off', 'wake_up.v.02.wake_up')
('fall_asleep.v.01.drop_off', 'wake_up.v.02.awake')
('fall_asleep.v.01.drop_off', 'wake_up.v.02.arouse')
('fall_asleep.v.01.drop_off', 'wake_up.v.02.awaken')
('fall_asleep.v.01.drop_off', 'wake_up.v.02.wake')
('fall_asleep.v.01.drop_off', 'wake_up.v.02.come_alive')
('fall_asleep.v.01.drop_off', 'wake_up.v.02.waken')
('fall_asleep.v.01.doze_off', 'wake_up.v.02.wake_up')
('fall_asleep.v.01.doze_off', 'wake_up.v.02.awake')
('fall_asleep.v.01.doze_off', 'wake_up.v.02.arouse')
('fall_asleep.v.01.doze_off', 'wake_up.v.02.awaken')
('fall_asleep.v.01.doze_off', 'wake_up.v.02.wake')
('fall_asleep.v.01.doze_off', 'wake_up.v.02.come_alive')
('fall_asleep.v.01.doze_off', 'wake_up.v.02.waken')
('fall_asleep.v.01.drowse_off', 'wake_up.v.02.wake_up')
('fall_asleep.v.01.drowse_off', 'wake_up.v.02.awake')
('fall_asleep.v.01.drowse_off', 'wake_up.v.02.arouse')
('fall_asleep.v.01.drowse_off', 'wake_up.v.02.awaken')
('fall_asleep.v.01.drowse_off', 'wake_up.v.02.wake')
('fall_asleep.v.01.drowse_off', 'wake_up.v.02.come_alive')
('fall_asleep.v.01.drowse_off', 'wake_up.v.02.waken')
('fall_back.v.04.fall_back', 'gain.v.05.gain')
('fall_back.v.04.fall_back', 'gain.v.05.advance')
('fall_back.v.04.fall_back', 'gain.v.05.win')
('fall_back.v.04.fall_back', 'gain.v.05.pull_ahead')
('fall_back.v.04.fall_back', 'gain.v.05.make_headway')
('fall_back.v.04.fall_back', 'gain.v.05.get_ahead')
('fall_back.v.04.fall_back', 'gain.v.05.gain_ground')
('fall_back.v.04.lose', 'gain.v.05.gain')
('fall_back.v.04.lose', 'gain.v.05.advance')
('fall_back.v.04.lose', 'gain.v.05.win')
('fall_back.v.04.lose', 'gain.v.05.pull_ahead')
('fall_back.v.04.lose', 'gain.v.05.make_headway')
('fall_back.v.04.lose', 'gain.v.05.get_ahead')
('fall_back.v.04.lose', 'gain.v.05.gain_ground')
('fall_back.v.04.drop_off', 'gain.v.05.gain')
('fall_back.v.04.drop_off', 'gain.v.05.advance')
('fall_back.v.04.drop_off', 'gain.v.05.win')
('fall_back.v.04.drop_off', 'gain.v.05.pull_ahead')
('fall_back.v.04.drop_off', 'gain.v.05.make_headway')
('fall_back.v.04.drop_off', 'gain.v.05.get_ahead')
('fall_back.v.04.drop_off', 'gain.v.05.gain_ground')
('fall_back.v.04.fall_behind', 'gain.v.05.gain')
('fall_back.v.04.fall_behind', 'gain.v.05.advance')
('fall_back.v.04.fall_behind', 'gain.v.05.win')
('fall_back.v.04.fall_behind', 'gain.v.05.pull_ahead')
('fall_back.v.04.fall_behind', 'gain.v.05.make_headway')
('fall_back.v.04.fall_behind', 'gain.v.05.get_ahead')
('fall_back.v.04.fall_behind', 'gain.v.05.gain_ground')
('fall_back.v.04.recede', 'gain.v.05.gain')
('fall_back.v.04.recede', 'gain.v.05.advance')
('fall_back.v.04.recede', 'gain.v.05.win')
('fall_back.v.04.recede', 'gain.v.05.pull_ahead')
('fall_back.v.04.recede', 'gain.v.05.make_headway')
('fall_back.v.04.recede', 'gain.v.05.get_ahead')
('fall_back.v.04.recede', 'gain.v.05.gain_ground')
('fall_short_of.v.01.fall_short_of', 'satisfy.v.01.satisfy')
('fall_short_of.v.01.fall_short_of', 'satisfy.v.01.fulfill')
('fall_short_of.v.01.fall_short_of', 'satisfy.v.01.fulfil')
('fall_short_of.v.01.fall_short_of', 'satisfy.v.01.live_up_to')
('fancify.v.01.fancify', 'uglify.v.01.uglify')
('fancify.v.01.beautify', 'uglify.v.01.uglify')
('fancify.v.01.embellish', 'uglify.v.01.uglify')
('fancify.v.01.prettify', 'uglify.v.01.uglify')
('fasten.v.01.fasten', 'unfasten.v.01.unfasten')
('fasten.v.01.fix', 'unfasten.v.01.unfasten')
('fasten.v.01.secure', 'unfasten.v.01.unfasten')
('fasten.v.02.fasten', 'unfasten.v.02.unfasten')
('feed.v.02.feed', 'starve.v.03.starve')
('feed.v.02.feed', 'starve.v.03.famish')
('feed.v.02.give', 'starve.v.03.starve')
('feed.v.02.give', 'starve.v.03.famish')
('file_in.v.01.file_in', 'file_out.v.01.file_out')
('find.v.03.find', 'lose.v.05.lose')
('find.v.03.regain', 'lose.v.05.lose')
('flatten.v.03.flatten', 'sharpen.v.06.sharpen')
('flatten.v.03.drop', 'sharpen.v.06.sharpen')
('flex.v.05.flex', 'unbend.v.03.unbend')
('flex.v.05.bend', 'unbend.v.03.unbend')
('flex.v.05.deform', 'unbend.v.03.unbend')
('flex.v.05.twist', 'unbend.v.03.unbend')
('flex.v.05.turn', 'unbend.v.03.unbend')
('float.v.02.float', 'sink.v.04.sink')
('float.v.02.float', 'sink.v.04.settle')
('float.v.02.float', 'sink.v.04.go_down')
('float.v.02.float', 'sink.v.04.go_under')
('float.v.02.swim', 'sink.v.04.sink')
('float.v.02.swim', 'sink.v.04.settle')
('float.v.02.swim', 'sink.v.04.go_down')
('float.v.02.swim', 'sink.v.04.go_under')
('fold.v.01.fold', 'unfold.v.04.unfold')
('fold.v.01.fold', 'unfold.v.04.spread')
('fold.v.01.fold', 'unfold.v.04.spread_out')
('fold.v.01.fold', 'unfold.v.04.open')
('fold.v.01.fold_up', 'unfold.v.04.unfold')
('fold.v.01.fold_up', 'unfold.v.04.spread')
('fold.v.01.fold_up', 'unfold.v.04.spread_out')
('fold.v.01.fold_up', 'unfold.v.04.open')
('fold.v.01.turn_up', 'unfold.v.04.unfold')
('fold.v.01.turn_up', 'unfold.v.04.spread')
('fold.v.01.turn_up', 'unfold.v.04.spread_out')
('fold.v.01.turn_up', 'unfold.v.04.open')
('follow.v.01.follow', 'precede.v.04.precede')
('follow.v.01.follow', 'precede.v.04.lead')
('forbid.v.01.forbid', 'permit.v.01.permit')
('forbid.v.01.forbid', 'permit.v.01.allow')
('forbid.v.01.forbid', 'permit.v.01.let')
('forbid.v.01.forbid', 'permit.v.01.countenance')
('forbid.v.01.prohibit', 'permit.v.01.permit')
('forbid.v.01.prohibit', 'permit.v.01.allow')
('forbid.v.01.prohibit', 'permit.v.01.let')
('forbid.v.01.prohibit', 'permit.v.01.countenance')
('forbid.v.01.interdict', 'permit.v.01.permit')
('forbid.v.01.interdict', 'permit.v.01.allow')
('forbid.v.01.interdict', 'permit.v.01.let')
('forbid.v.01.interdict', 'permit.v.01.countenance')
('forbid.v.01.proscribe', 'permit.v.01.permit')
('forbid.v.01.proscribe', 'permit.v.01.allow')
('forbid.v.01.proscribe', 'permit.v.01.let')
('forbid.v.01.proscribe', 'permit.v.01.countenance')
('forbid.v.01.veto', 'permit.v.01.permit')
('forbid.v.01.veto', 'permit.v.01.allow')
('forbid.v.01.veto', 'permit.v.01.let')
('forbid.v.01.veto', 'permit.v.01.countenance')
('forbid.v.01.disallow', 'permit.v.01.permit')
('forbid.v.01.disallow', 'permit.v.01.allow')
('forbid.v.01.disallow', 'permit.v.01.let')
('forbid.v.01.disallow', 'permit.v.01.countenance')
('forbid.v.01.nix', 'permit.v.01.permit')
('forbid.v.01.nix', 'permit.v.01.allow')
('forbid.v.01.nix', 'permit.v.01.let')
('forbid.v.01.nix', 'permit.v.01.countenance')
('forget.v.01.forget', 'remember.v.02.remember')
('forget.v.01.forget', 'remember.v.02.think_of')
('forget.v.01.bury', 'remember.v.02.remember')
('forget.v.01.bury', 'remember.v.02.think_of')
('forget.v.02.forget', 'remember.v.01.remember')
('forget.v.02.forget', 'remember.v.01.retrieve')
('forget.v.02.forget', 'remember.v.01.recall')
('forget.v.02.forget', 'remember.v.01.call_back')
('forget.v.02.forget', 'remember.v.01.call_up')
('forget.v.02.forget', 'remember.v.01.recollect')
('forget.v.02.forget', 'remember.v.01.think')
('forget.v.02.block', 'remember.v.01.remember')
('forget.v.02.block', 'remember.v.01.retrieve')
('forget.v.02.block', 'remember.v.01.recall')
('forget.v.02.block', 'remember.v.01.call_back')
('forget.v.02.block', 'remember.v.01.call_up')
('forget.v.02.block', 'remember.v.01.recollect')
('forget.v.02.block', 'remember.v.01.think')
('forget.v.02.blank_out', 'remember.v.01.remember')
('forget.v.02.blank_out', 'remember.v.01.retrieve')
('forget.v.02.blank_out', 'remember.v.01.recall')
('forget.v.02.blank_out', 'remember.v.01.call_back')
('forget.v.02.blank_out', 'remember.v.01.call_up')
('forget.v.02.blank_out', 'remember.v.01.recollect')
('forget.v.02.blank_out', 'remember.v.01.think')
('forget.v.02.draw_a_blank', 'remember.v.01.remember')
('forget.v.02.draw_a_blank', 'remember.v.01.retrieve')
('forget.v.02.draw_a_blank', 'remember.v.01.recall')
('forget.v.02.draw_a_blank', 'remember.v.01.call_back')
('forget.v.02.draw_a_blank', 'remember.v.01.call_up')
('forget.v.02.draw_a_blank', 'remember.v.01.recollect')
('forget.v.02.draw_a_blank', 'remember.v.01.think')
('forget.v.03.forget', 'mind.v.06.mind')
('forget.v.03.forget', 'mind.v.06.bear_in_mind')
('free.v.07.free', 'obstruct.v.02.obstruct')
('free.v.07.free', 'obstruct.v.02.obturate')
('free.v.07.free', 'obstruct.v.02.impede')
('free.v.07.free', 'obstruct.v.02.occlude')
('free.v.07.free', 'obstruct.v.02.jam')
('free.v.07.free', 'obstruct.v.02.block')
('free.v.07.free', 'obstruct.v.02.close_up')
('free.v.07.disengage', 'obstruct.v.02.obstruct')
('free.v.07.disengage', 'obstruct.v.02.obturate')
('free.v.07.disengage', 'obstruct.v.02.impede')
('free.v.07.disengage', 'obstruct.v.02.occlude')
('free.v.07.disengage', 'obstruct.v.02.jam')
('free.v.07.disengage', 'obstruct.v.02.block')
('free.v.07.disengage', 'obstruct.v.02.close_up')
('freeze.v.08.freeze', 'unblock.v.03.unblock')
('freeze.v.08.freeze', 'unblock.v.03.unfreeze')
('freeze.v.08.freeze', 'unblock.v.03.free')
('freeze.v.08.freeze', 'unblock.v.03.release')
('freeze.v.08.block', 'unblock.v.03.unblock')
('freeze.v.08.block', 'unblock.v.03.unfreeze')
('freeze.v.08.block', 'unblock.v.03.free')
('freeze.v.08.block', 'unblock.v.03.release')
('freeze.v.08.immobilize', 'unblock.v.03.unblock')
('freeze.v.08.immobilize', 'unblock.v.03.unfreeze')
('freeze.v.08.immobilize', 'unblock.v.03.free')
('freeze.v.08.immobilize', 'unblock.v.03.release')
('freeze.v.08.immobilise', 'unblock.v.03.unblock')
('freeze.v.08.immobilise', 'unblock.v.03.unfreeze')
('freeze.v.08.immobilise', 'unblock.v.03.free')
('freeze.v.08.immobilise', 'unblock.v.03.release')
('function.v.01.function', 'malfunction.v.01.malfunction')
('function.v.01.function', 'malfunction.v.01.misfunction')
('function.v.01.work', 'malfunction.v.01.malfunction')
('function.v.01.work', 'malfunction.v.01.misfunction')
('function.v.01.operate', 'malfunction.v.01.malfunction')
('function.v.01.operate', 'malfunction.v.01.misfunction')
('function.v.01.go', 'malfunction.v.01.malfunction')
('function.v.01.go', 'malfunction.v.01.misfunction')
('function.v.01.run', 'malfunction.v.01.malfunction')
('function.v.01.run', 'malfunction.v.01.misfunction')
('gain.v.09.gain', 'reduce.v.20.reduce')
('gain.v.09.gain', 'reduce.v.20.melt_off')
('gain.v.09.gain', 'reduce.v.20.lose_weight')
('gain.v.09.gain', 'reduce.v.20.slim')
('gain.v.09.gain', 'reduce.v.20.slenderize')
('gain.v.09.gain', 'reduce.v.20.thin')
('gain.v.09.gain', 'reduce.v.20.slim_down')
('gain.v.09.put_on', 'reduce.v.20.reduce')
('gain.v.09.put_on', 'reduce.v.20.melt_off')
('gain.v.09.put_on', 'reduce.v.20.lose_weight')
('gain.v.09.put_on', 'reduce.v.20.slim')
('gain.v.09.put_on', 'reduce.v.20.slenderize')
('gain.v.09.put_on', 'reduce.v.20.thin')
('gain.v.09.put_on', 'reduce.v.20.slim_down')
('gather.v.01.gather', 'spread.v.01.spread')
